Object ID,Museum No.,Publication,Text number,Period,Place of issue,Type and content,Day remark,Month,Month remark,Year,Year remark,King,King remark,Paraphrase,Transliteration,Imported,Publication name,Archive,Day (Babylonian),Bibliography,Title,Duplicate,Related objects,Julian date,Julian date year,Place of issue Remark,Museum inventory no.,Page number,Join,Bibliography (free text),CDLI No.,NaBuCCo No.,Other markings,Orientation,Other markings Description,CDLI reference,Items and quantifiable data,Provenience,Akkadian keywords,General keywords,Photo,Julian date Remark,Provenience Remark,Philological notes,Philological notes Remark,Identifier,Babylonian date Remark
6715,BM 41408,Nbn.,391,NB,Babylon city,Receipts,-,XII,-,9,-,Nbn,-,"Receipt for silver. Payment for a debt by a third person<br />
<sup>f</sup><strong>A<sub>1</sub></strong>&nbsp;and&nbsp;<strong>A<sub>2</sub></strong>&nbsp;(her husband) receive the &frac12; mina and 5 shekels of silver that&nbsp;<strong>B&nbsp;</strong>owes to<sup> f</sup><strong>A<sub>1</sub></strong>. The silver is paid to them by&nbsp;<strong>C</strong>. &nbsp;<strong><sup>f</sup>D</strong>, a slave who also goes by the name &Scaron;alam-dīninni was pledged (to secure the debt), and should no doubt be returned to the debtor. Note that the creditors had under-pledged this slave for one of their own debts (BM33156 = Nbn 390). Further note that four days later, <strong>B </strong>sells <sup>f</sup><strong>D,&nbsp;</strong>his slave (together with two other slaves), to Iddn-Marduk/Iqī&scaron;aya/Nūr-S&icirc;n who sends C, his son-in-law to pay to the seller: BM30810 (= Nbn 392) records B&#39;s receipt of the purchase price.&nbsp;<br />
&nbsp;<br />
<sup>f</sup><strong>A<sub>1</sub></strong>&nbsp;= <sup>f</sup>Bunanītu/Na&rsquo;id-Marduk/Ṣāhit-gin&ecirc;;&nbsp;<strong>A<sub>2</sub></strong>&nbsp;= Nab&ucirc;-mukīn-zēri/Ina-tē&scaron;&ecirc;-ēṭir//Ēṭiru (husband of <sup>f</sup><strong>A<sub>1</sub></strong>);&nbsp;<strong>B&nbsp;</strong>= Nabu-tultab&scaron;i-lī&scaron;ir/Bēl-zēru-ibni/Nappāhu;&nbsp;<strong>C&nbsp;</strong>= Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi; <sup>f</sup><strong>D</strong>&nbsp;= <sup>f</sup>Ṭābatu (aka: &Scaron;alam-dīninni), a slave",,Kathleen Abraham (09/11/2016),Nbn. 391,Egibi/Nūr-Sîn,11,,BM 41408,AO 7861,6227,,,,,,,,,,,,,,,,,,,,,,,,
6449,BM 30506,Nbn.,187,NB,Borsippa city,Promissory notes ina muẖẖi,-,II,-,5,-,Nbn,-,"Fixation of interest on a silver debt. Related to a house sale.<br />
<strong>B</strong><strong><sub>1</sub></strong> and his wife (<strong><sup>f</sup>B<sub>2</sub></strong>) owe 1 mina and 38 &frac12; shekels of silver to <strong>A</strong>, on which they should pay a yearly interest of 20% on a monthly basis starting from the 1<sup>st</sup> of Simān (III) of Nabonidus 5<sup>th</sup> year onwards. The indebted silver is what remains (to be paid to<strong> A</strong> for the loan of 2 minas and 10 shekels that he lent to the couple) for the purchase of <strong>C</strong>&#39;s house. The sale is recorded in BM32871 (= Nbn 85) and the issue of <strong>A</strong>&#39;s loan to the couple recounted in <a href=""http://nabucco.arts.kuleuven.be/ca_babtekst/index.php/editor/objects/ObjectEditor/Edit/object_id/7362"" target=""_blank"">BM33945</a> (= Nbn356). See also MMA79.7.35 and <a href=""http://nabucco.arts.kuleuven.be/ca_babtekst/index.php/editor/objects/ObjectEditor/Edit/object_id/7560"" target=""_blank"">BM31675</a> (= Nbn 1104).<br />
&nbsp;<br />
<strong>A</strong> = Iddin-Marduk/Iqī&scaron;āya//Nūr-S&icirc;n; <strong>B</strong><strong><sub>1 </sub></strong>= Apla-dād-natan/Addia; <strong><sup>f</sup>B<sub>2 </sub></strong>= <sup>f</sup>Bunanītu, wife of <strong>B</strong><strong><sub>1</sub></strong>;<strong> C</strong> = Ibāya/Ṣillāya//Nagāru",,Kathleen Abraham (12/12/2016),Nbn. 187,Egibi/Nūr-Sîn,3,"reedition: Wunsch 1993, no. 135.",BM 30506,O 563,7548,17/05/551 BCE,551,,,,,,,,,,,,,,,,,,,,,,
6358,LB 17.19,Wunsch 1993,387,-,Babylon city,Receipts,[-],VII,-,,[-],-,[-],"Receipt of silver, payment for obligatory service. Fragmentary.<br />
The beginning of this tablet is broken off. <strong>A</strong> (whose name is lost), <em>acting as proxy &nbsp;</em>([<em>ina na</em><em>&scaron;parti</em>]) for <strong>C </strong>receives silver (the amount is broken) from <strong>fB</strong>, for the <em>urā&scaron;u-</em>service of her husband <strong>D</strong>. This does not include (<em>elat</em>) the silver that the creditor has already received from <strong>E</strong> nor the hired men (<em>agru</em>) who perform their task (<em>dullu epē&scaron;u</em>). Names of 2 witnesses and the scribe.<br />
&nbsp;<br />
<strong>A </strong>= ... (name broken); <strong>C </strong>= Nūrea/Bēl-iqī&scaron;a//&Scaron;ang&ucirc;-Nanāya; f<strong>B </strong>= Ina-Esagila-ram&acirc;t, wife of <strong>D</strong>; <strong>D </strong>= Iddin-Marduk/Iqī&scaron;āya//Nūr-S&icirc;n; <strong>E </strong>= Iddināya ( = Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi)",,Stefania Ermidoro (28/05/2016),Wunsch 1993 387,Egibi/Nūr-Sîn,,,LB 17.19,,,,,,,,,,,,,,,,,,,,,,,,,,
6342,BM 33925,,,Each,Broken,Receipts,-,XII,-,14,-,Dar,-,"Receipt for straw bunches<br />
<strong>A<sub>1</sub></strong> and <strong>A<sub>2</sub></strong>, slaves of <strong>C</strong>, receive 93 bundles of straw (<em>makṣaru </em><em>&scaron;a tibni</em>) from <strong>B</strong>, a slave of <strong>D</strong>. Witnesses<br />
&nbsp;<br />
<strong>A<sub>1</sub></strong> = Ana-muhhi-Bēl-amur; <strong>A<sub>2</sub></strong> = Nab&ucirc;-bulliṭanni, slave of <strong>C</strong>; <strong>B </strong>= Nab&ucirc;-āl&scaron;i-ul-ab&acirc;&scaron;, slave of <strong>D</strong>; <strong>C </strong>= Rēmūt-Bēl; <strong>D </strong>= &Scaron;irku/Iddināya//Egibi (= Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi)",,Stefania Ermidoro (28/05/2016),,Egibi/Nūr-Sîn,6,,BM 33925,,,,,,,,,,,,,,,,,,,,,,,,,,
6326,BM 31825,Dar.,289,Each,Babylon city,Receipts,-,XII,-,10,-,Dar,-,"Receipt for barley. Payment for impost.<br />
Concerns 15 kor (c. 2,700 l) of barley, payment for the <em>s</em><em>ūtu</em>-impost on barley from land (details lost) in Darius&rsquo; 10th year. The land belongs to <strong>A1</strong> and is at <strong>B</strong>&rsquo;s disposal. <strong>A1</strong>&rsquo;s father (<strong>A2</strong>) receives the barley from <strong>B</strong> by orders of his son. The parties to the contract have taken one copy of the document each. Names of 12 witnesses and the scribe.<br />
&nbsp;<br />
<strong>A1</strong> = Bel-iddin/Mu&scaron;ēzib-Marduk//Ēṭiru; <strong>A2</strong> = Mu&scaron;ēzib-Bēl/Apkallu//A&scaron;lāku; <strong>B </strong>= Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-regions/babylonie/babylone/1658497"" target=""_blank"">Achemenet</a>",Stefania Ermidoro (28/05/2016),Dar. 289,Egibi/Nūr-Sîn,9,,BM 31825,,,,,,,,,,,,,,,,,,,,,,,,,,
6310,BM 31391,Wunsch 1993,366,-,Babylon,Receipts,-,IV,-,,[-],-,[-],"Receipt for either dates or barley.<br />
<strong>A</strong> receives from <strong>B</strong>, slave of <strong>C</strong>, some kind of agricultural produce that was due from him. The exact kind of produce and the amount received are broken off. Payment is in the 30-liters measure (lit. 6 <em>ma</em><em>&scaron;īhu</em> per kor). Names of 2 witnesses and the scribe.<br />
&nbsp;<br />
<strong>A </strong>= Ea-nāṣir/Mu&scaron;allim(//&Scaron;ang&ucirc;-Nanāya); <strong>B </strong>= Arad-Bēl, slave of <strong>C</strong>; <strong>C </strong>= Iddin-Marduk/Iqī&scaron;āya//Nūr-S&icirc;n",,Stefania Ermidoro (28/05/2016),Wunsch 1993 366,Egibi/Nūr-Sîn,24,,BM 31391,,,,,,,,,,,,,,,,,,,,,,,,,,
6294,BM 31178,Cyr.,242,Each,Uruk city,Receipts,-,XII,-,6,-,Cyr,-,"Receipt of silver. Partial payment for a debt.<br />
<strong>A</strong> receives 2 1/3 minas and 4 shekels of silver, a partial payment from <strong>B1</strong> and <strong>B2</strong>, part of the 5 1/2 minas and 4 shekels of silver that they owe him. The debt was secured by the debtors&rsquo; mutual warranty. The parties to the contract have taken one copy of the document each. Names of 5 witnesses and the scribe.<br />
&nbsp;<br />
<strong>A </strong>= Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi; <strong>B1</strong> = Aplāya/Mu&scaron;allim-Marduk//Iddin-Amurru; <strong>B2</strong> = Ardia/Silim-Bēl//&Scaron;ang&ucirc;-Ea","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-egibi/1670617"" target=""_blank"">Achemenet</a>",Stefania Ermidoro (28/05/2016),Cyr. 242,Egibi/Nūr-Sîn,8,,BM 31178,,,,,,,,,,,,,,,,,,,,,,,,,,
6278,BM 30944,Nbn.,755,NB,Babylon,Receipts,-,I,-,14,-,Nbn,-,"Receipt for silver. Purchase price for dowry slaves.<br />
Concerns the sale of slaves from<sup> </sup><strong><sup>f</sup>E</strong>&rsquo;s dowry and the receipt of the purchase price about which a contract had been concluded between <strong>A</strong>, her husband, in the presence of his father (<strong>D</strong>), and <strong>B</strong>, the buyer. In the present document, <strong>A</strong> receives 3 minas 48 shekels of silver from the purchase price from <strong>B</strong>. He acts on <strong>C</strong>&rsquo;s orders, who is his father-in-law. Names of 3 witnesses and the scribe.<br />
&nbsp;<br />
<strong>A</strong> = Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi; <strong>B</strong> = Rēmūt-Bēl/Bēl-zēru-ibni/&Scaron;ambā&rsquo;; <strong>C</strong> = Iddin-Marduk/Iqī&scaron;āya//Nūr-S&icirc;n; <strong>D</strong> = Nab&ucirc;-ahhē-iddin(/&Scaron;ulāya//Egibi), father of <strong>A</strong>; <strong><sup>f</sup>E</strong> = fNuptāya, daughter of <strong>C </strong>and wife of <strong>A</strong>",,Stefania Ermidoro (28/05/2016),Nbn. 755,Egibi/Nūr-Sîn,20,"Reedition: Wunsch 1993, no. 222",BM 30944,,,,,,,,,,,,,,,,,,,,,,,,,,
6262,BM 30779,Wunsch 1993,295,Each,Šaḫrīn,Receipts,-,IX,-,4,-,Cyr,-,"Receipt for oxen that had been brought along.<br />
Concerns 5 oxen belonging to <strong>A</strong>, which <strong>B</strong>, slave of <strong>C</strong>, brought along (<em>ab</em><em>āku</em>). The present document confirms that <strong>B</strong> has returned them and handed them over to <strong>A </strong>(<em>t</em><em>&acirc;ru-nad</em><em>ā</em><em>nu</em>). Names of 2 witnesses and the scribe.<br />
&nbsp;<br />
<strong>A </strong>= Nab&ucirc;-ēṭir/Nergal-&scaron;umu-ibni; <strong>B </strong>= Madān-bēl-uṣur, slave of <strong>C</strong>; <strong>C </strong>= Iddin-Marduk/Iqī&scaron;āya//Nūr-S&icirc;n",,Stefania Ermidoro (28/05/2016),Wunsch 1993 295,Egibi/Nūr-Sîn,26,,BM 30779,,,,,,,,,,,,,,,,,,,,,,,,,,
6246,BM 30545,Dar.,380,Each,Babylon city,Receipts,-,VI,-,14,-,Dar,-,"Receipt for silver. Payment for a debt and return of promissory note.<br />
Concerns the promissory note for a debt of 5 5/6(*) shekels of medium quality silver of which 1/8 is alloy, that <strong>B</strong> owes to <strong>A</strong>, slave of <strong>C</strong>. It does not include something which is lost in a broken passage. <strong>D1</strong> und <strong>D2</strong>, <strong>A</strong>&rsquo;s messengers, receive (<em>eṭ</em><em>ē</em><em>ru</em>) the silver together with its interest from <strong>B</strong>. They have promptly returned the promissory note related to the payment for <strong>A</strong> to the debtor (<em>t</em><em>&acirc;ru-nad</em><em>ā</em><em>nu</em>). Names of 4 witnesses and the scribe. (*) Or: 5 1/3 (?).<br />
&nbsp;<br />
<strong>A </strong>= Girāya, slave of <strong>C</strong>; <strong>B </strong>= Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi; <strong>C </strong>= Nab&ucirc;-b&acirc;n-ahi; <strong>D1</strong> = L&acirc;bā&scaron;i/ Nab&ucirc;-kē&scaron;ir/Ēṭiru; <strong>D2</strong> = Nab&ucirc;-bullissu/Ahhē-iddin","Transliteration available on <a href=""http://www.achemenet.com/en/item/?/textual-sources/texts-by-regions/babylonia/babylon/1660572"" target=""_blank"">Achemenet</a>",Stefania Ermidoro (28/05/2016),Dar. 380,Egibi/Nūr-Sîn,16,,BM 30545,,,,,reconstructed,,,,,,,,,,,,,,,,,,,,,
6230,BM 30242,Camb.,422,Each,Broken,Receipts,-,VI,-,3,[ ],Cam,-,"Receipt for silver. Related to sheep and a mule.<br />
The text concerns debts that <strong>B</strong> owes to <strong>A</strong>, partly being paid in the present document and partly still outstanding. The first (<em>u&#39;iltu</em>) debt concerns 657 sheep which <strong>B</strong> owes to <strong>A: B</strong> receives all the silver (that was promised to him), the earlier and later amounts, from <strong>A </strong>and<strong> D</strong> guaranteed for the delivery of the animals. However, the text record that he still owes silver for a mule and something else that is lost in a badly preserved passage. <strong>A</strong> receives from <strong>B</strong> payment for the interest on the silver of <strong>C</strong> till the end of Intercalary Ulūl (VI2) and the 10 shekels of silver, the capital amount of <strong>C</strong>. Names of 2 witnesses and the scribe.<br />
&nbsp;<br />
<strong>A </strong>= Iddin-Marduk/Iqī&scaron;āya//Nūr-S&icirc;n; <strong>B </strong>= Bēl-iqī&scaron;a/L&acirc;bā&scaron;i; <strong>C </strong>= Iddināya; <strong>D </strong>= Gimil-&Scaron;ama&scaron;","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-regions/babylonie/babylone/1683031"" target=""_blank"">Achemenet</a>",Stefania Ermidoro (28/05/2016),Camb. 422,Egibi/Nūr-Sîn,10,"Reedition: Wunsch 1993, no. 332",BM 30242,,,,,,,,,,,,,,,,,,,,,,,,,,
4446,BM 30448,Dar.,509,Each,Babylon city,Summonses/Oaths/Injunctions,-,IX,-,20,-,Dar,-,"Summons to settle debts with the head of the Egibi family.&nbsp;<br />
This document and BM33962 are near duplicates. Until the 10<sup>th</sup> of &Scaron;abāṭ (XI) of the 20<sup>th</sup> year of Darius, can <strong>B</strong> bring evidence on whatever he has paid off (<em>eṭēru</em>) of the debts (<em>u&#39;iltu</em>) of silver, barley, dates and cattle which he owes to <strong>A<sub>2</sub></strong>, slave of <strong>A<sub>1</sub></strong>,&nbsp;and he will show it to his creditor&#39;s master (<em>na&scaron;&ucirc;</em>-<em>kalāmu</em>). If on the 15<sup>th</sup> of &Scaron;abāṭ (XI) he has not yet done as agreed he will have to pay (<em>eṭēru</em>) silver to his creditor&#39;s master according to what they agreed upon (<em>aki</em>)<em> </em>in their promissory notes (<em>u&#39;iltu</em>). Names of 9 witnesses and the scribe.<br />
<br />
<strong>A<sub>1</sub></strong>=&Scaron;irku/Iddinaya//Egibi (=Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi);&nbsp;<strong>A<sub>2</sub></strong>=Madān-bēlu-uṣur, slave of <strong>A<sub>1</sub></strong><sub>;&nbsp;</sub><strong>B</strong>=Bēl-upahhir/Nergal-iddin","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/3349245==Strassmaier --Inschriften von Darius&l=a&c=1&t=1.4/6/96/1/1663502"" target=""_blank"">Achemenet</a>",Kathleen Abraham (18/04/2016),Dar. 509,Egibi/Nūr-Sîn,8,"Reedition: Abraham 2004 129; Kohler and Peiser, BRL 4 (1898), 17; Dandamaev 1984, 355f., 360, 390; Wunsch 1993, no. 189 (last mention of the slave Madanu-Bel-uṣur).",BM 30448,BM 33962,4392,13/12/502 BCE,502,,,,,,,,,,,,,,,,,,,,,,
4430,BM 33100,Dar.,351,Each,Babylon city,Promissory notes ina muẖẖi,-,V,-,13,-,Dar,-,"Promissory note to pay a debt of barley and dates to the head of the Egibi family. Refers to the debtors&#39; bow-land.<br />
Concerns 70 kor of barley and 200 kor of dates that <strong>B<sub>1</sub></strong>, <strong>B<sub>2</sub></strong>, and <strong>B<sub>3</sub></strong> owe to <strong>A</strong>. They should deliver the barley in Ayyar (II) of the 14<sup>th</sup> year and the dates in Ta&scaron;rīt (VIII) of the same year. Delivery should be in one instalment, in front of the storehouse (<em>ma&scaron;kattu</em>) for the barley, and at the courtyard (<em>haṣāru</em>) for the dates. <strong>A</strong> badly preserved passage at the end of the obverse refers to the debtors&#39; bow-land (<em>bīt qa&scaron;ti</em>)* of which 3/10 <em>each</em> <em>belong to</em> (3-<em>ta u&scaron;rēti</em>) the herdsmen (<em>rē&#39;&ucirc; gin&ecirc;</em>), the<em> gaṭṭāya</em>-workers and the <em>mār-damqa</em>(-soldiers<sup>?</sup>). The location of the land is further specified, with reference to &ldquo;the Piqūdu Canal till the mooring place (<em>makall&ucirc;</em>)&rdquo;, but the passage is badly preserved. <strong>A</strong> trained heifer (<em>burtu</em>) (<em>umm&acirc;</em><em>nu</em>) is also mentioned. Names of 10 witnesses and the scribe.<br />
<br />
*[x<em>-b</em>]<em>i </em>&Eacute; GI&Scaron;.BAN.ME&Scaron;<em>-&scaron;&uacute;-nu</em><br />
<br />
<strong>A</strong>=&Scaron;irku/Iddinaya//Egibi<sub> </sub>(=Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi);&nbsp;<strong>B<sub>1</sub></strong>=Nidinti-Bēl/Nab&ucirc;-&scaron;umu-iddin;&nbsp;<strong>B<sub>2</sub></strong>=Bāba-ēre&scaron;/Nab&ucirc;-rībi-uṣur;&nbsp;<strong>B<sub>3</sub></strong>=Nab&ucirc;-zēru-ibni/A&scaron;&scaron;ur-abu-uṣur","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/3349245==Strassmaier --Inschriften von Darius&l=a&c=1&t=1.4/4/96/1/1659909"" target=""_blank"">Achemenet</a>",Kathleen Abraham (18/04/2016),Dar. 351,Egibi/Nūr-Sîn,25,Reedition: Abraham 2004 113,BM 33100,,,21/08/509 BCE,509,,,,,,,,,,,,,,,,,,,,,,
4414,BM 31187,Dar.,206,Each,Babylon city,Receipts,no day,VIb,-,3,!,Dar,-,"Receipt of silver from the head of the Egibi family. Payment for <em>rikis qabli</em>. By order of the Governor of Babylon.<br />
<strong>A<sub>1</sub></strong> receives (<em>mahāru</em>) a broken amount of minas of silver, the remainder (<em>rīhtu</em>) of 6 minas of silver, from <strong>B</strong>. The silver is paid for the <em>rikis qabli </em>duty from Nisan (I) of the 2<sup>nd </sup>year until the end of Addar XII) of the 3<sup>rd</sup> year of Darius. It was due to <strong>A<sub>2</sub></strong>, <strong>A<sub>1</sub></strong>&#39;s father and has been given to him (<em>nadānu</em> G Stat.) by order of (<em>ina qibi</em>) <strong>C</strong>, Governor of Babylon (<em>&scaron;ākin ṭēmi</em>), from (<em>ultu</em>) the house of <strong>B</strong>. Names of 3 witnesses and the scribe<br />
<br />
<strong>A<sub>1</sub></strong>=Marduk-<em>bēl&scaron;unu</em>/Arad-Marduk;&nbsp;<strong>A<sub>2</sub></strong>=Arad-Marduk/Kittia//&Scaron;ang&ucirc;-Ea;&nbsp;<strong>B</strong>=Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi;&nbsp;<strong>C</strong>=Bēl-aplu-iddin, (<em>&scaron;ākin ṭēmi</em> of Babylon)","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/3349245==Strassmaier --Inschriften von Darius&l=a&c=1&t=1.4/3/96/1/1656602"" target=""_blank"">Achemenet</a>",Kathleen Abraham (18/04/2016),Dar. 206,Egibi/Nūr-Sîn,,"Reedition: Abraham 2004, 098; Dandamaev 1984, 116, 296, 302",BM 31187,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,BM 41453,Abraham 2004,086,Each,Broken,Hiring,-,IX,[ ]?,,[-],Dar,-,"Renting of a small house at the harbor and a loft.<br />
Concerns a harbour house (<em>bīt</em> <em>kāri</em>) and a loft (<em>rugbu</em>) at the (<em>ina muhhi</em>) <sup>┌</sup><em>b</em>/<em>pur</em><sup>┐</sup>-<em>ra-ku </em>(uncl.) that belongs to <strong>C</strong>. <strong>A</strong>, acting as proxy for (<em>na&scaron;partu</em>) the latter, rents it (<em>ana idi nadānu</em>) to <strong>B</strong> for 4 liters (<em>q&ucirc;</em>) of bread (and)<sup>?</sup> 1 liter (<em>q&ucirc;</em>) 5 [x] of outstanding<sup>!</sup> quality (<em>babban&ucirc;</em>)<em> </em>per day. This is followed by a clause stressing that <strong>B</strong> is not allowed to interrupt (<em>baṭ</em><em>lu &scaron;akānu</em>) the delivery of the 4 liters of bread, which is the rent for the buildings, and should pay rent before the 20<sup>th</sup> of Kislīm (IX). The buildings will be at his disposal till the end of month x (=broken) of the 36<sup>th</sup> year. The parties to the contract have taken one copy of the document each. Names of 3 witnesses and the scribe.<br />
<br />
<strong>A</strong>=Bēl-kiṣur&scaron;u/Rēmūtu//&hellip;;&nbsp;<strong>B</strong>=Nidintu/Bēl-ahhē-erība;&nbsp;<strong>C</strong>=Nidintu/&Scaron;i&scaron;ki (=Nidintu/Marduk-nāṣir-apli//Egibi)",,Kathleen Abraham (18/04/2016),Abraham 2004 086,Egibi/Nūr-Sîn,19,,BM 41453,,,,,,,,,,,,,,,,,,,,,,,,,,
4382,BM 33121,Abraham 2004,072,Each,Til-Gula,Summonses/Oaths/Injunctions,?,XIIb,-,,[-],Dar,-,"Undertaking under oath to bring along one&rsquo;s sons.<br />
<strong>A</strong> declares under oath (<em>tam&ucirc;</em>) by Bēl, Nab&ucirc; and Darius to <strong>B</strong> that he will bring (<em>abaku</em>) his two sons (<strong>C<sub>1</sub></strong> and <strong>C<sub>2</sub></strong>) by the 1<sup>st</sup> of Second Addar (XIIb). The reason is indicated but broken off*. He will bear the guilt of a transgression against the king (<em>hī</em><em>ṭu &scaron;a &scaron;arri &scaron;adādu</em>) and [...] if he fails to do so. Names of 7 witnesses. The scribe is &Scaron;irku/Iddinaya//Egibi (=Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi).<br />
<br />
*l. 5: &scaron;<em>a ana</em> [...] &quot;who for/to [...]&quot;.<br />
<br />
<strong>A</strong>=Mīn&ucirc;-ana-Bēl-dānu/Nab&ucirc;-&scaron;umu-uṣur//<em>...;&nbsp;</em><strong>B</strong>=Marduk-nāṣir-apli/Nab&ucirc;-&scaron;umu-ukīn//&Scaron;a-nā&scaron;ī&scaron;u<br />
<strong>C<sub>1</sub></strong>=Nidintu/Mīn&ucirc;-ana-Bēl-dānu;&nbsp;<strong>C<sub>2</sub></strong>=Mu&scaron;ēzib-Bēl/Mīn&ucirc;-ana-Bēl-dānu",,Kathleen Abraham (18/04/2016),Abraham 2004 072,Egibi/Nūr-Sîn,21,,BM 33121,,,,,,,,,,,,,,,,,,,,,,,,,,
